InfrastructureID,Date,Time,Observers,Segment,TreeNumber,CommonName,Genus,Species,DBH,Comments
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,20,Rosthern Crabapple,Malus,baccata,24.4,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,21,Rosthern Crabapple,Malus,baccata,23.8,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,22,Rosthern Crabapple,Malus,baccata,26.1,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,23,Rosthern Crabapple,Malus,baccata,28.6,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,24,Hackberry,Celtis,occidentalis,16.9,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,1,Manitoba Maple,Acer,negundo,7.8,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,2,Manitoba Maple,Acer,negundo,8.6,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,3,Hackberry,Celtis,occidentalis,10.6,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,4,Hackberry,Celtis,occidentalis,"3,5+4,2",
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,5,Norway Maple,Acer,platanoides,6,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,6,Manitoba Maple,Acer,negundo,"49,3+60,7",
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,7,Manitoba Maple,Acer,negundo,43.8,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,8,Manitoba Maple,Acer,negundo,"17+23,1",
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,9,Green Ash,Fraxinus,pennsylvanica,11.4,
RV-VSMPE-33,06-08-2023,09:10,"AZ,IR",1,10,Eastern Cottonwood,Populus,deltoides,97.8,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,1,Green Ash,Fraxinus,pennsylvanica,35.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,2,Black Locust,Robinia,pseudoacacia,7.2,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,3,Black Locust,Robinia,pseudoacacia,4.1,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,4,Black Locust,Robinia,pseudoacacia,4.2,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,5,Black Locust,Robinia,pseudoacacia,3.4,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,6,Honey Locust,Gleditsia,triacanthos,22.4,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,7,Butternut,Juglans,cinerea,31.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,8,Black Locust,Robinia,pseudoacacia,3.6,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,9,Black Locust,Robinia,pseudoacacia,41.8,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,10,Black Locust,Robinia,pseudoacacia,2.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,11,Black Locust,Robinia,pseudoacacia,2.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,12,Black Locust,Robinia,pseudoacacia,2.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,13,Black Locust,Robinia,pseudoacacia,24,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,14,Red Oak,Quercus,rubra,7.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,15,Amur Maackia,Maackia,amurensis,10.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,16,Norway Maple,Acer,platanoides,39.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,17,Freeman Maple,Acer,freemanii,47,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,18,Amur Cork Tree,Phellodendron,amurense,4.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,19,Honey Locust,Gleditsia,triacanthos,5.6,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,20,Miyabe Maple,Acer,miyabei,16.4,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,21,Serviceberry,Amelanchier,arborea,3,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,22,Freeman Maple,Acer,freemanii,7.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,23,Green Ash,Fraxinus,pennsylvanica,42.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,24,Morton Elm,Ulmus,'Morton Glossy',20.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,25,Freeman Maple,Acer,freemanii,6.7,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,26,Silver Maple,Acer,saccharinum,71.3,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,27,Honey Locust,Gleditsia,triacanthos,4.3,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,28,Freeman Maple,Acer,freemanii,7.5,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,29,Carolina poplar,Populus,canadensis,97.4,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,30,Ginkgo,Ginkgo,biloba,3,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,31,Norway Maple,Acer,platanoides,14.1,
SS-VSMPE-33,06-08-2023,09:30,"AZ,IR",NA,32,Miyabe Maple,Acer,miyabei,20.2,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,1,Littleleaf Linden,Tilia,cordata,9.5,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,2,Serviceberry,Amelanchier,arborea,3.6,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,3,Serviceberry,Amelanchier,arborea,3.3,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,4,Manitoba Maple,Acer,negundo,7,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,5,Manitoba Maple,Acer,negundo,2.4,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,6,Pin Cherry,Prunus,pensylvanica,"4,4+3,8+4,9+4,5",
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,7,Mountain Ash,Sorbus,aucuparia,5.2,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,8,Serviceberry,Amelanchier,arborea,4.4,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,9,Hophornbeam,Ostrya,triacanthos,1.9,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,10,Hackberry,Celtis,occidentalis,2.5,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,11,White Ash,Fraxinus,americana,6.3,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,12,Serviceberry,Amelanchier,arborea,1.9,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,13,Freeman Maple,Acer,freemanii,"8,7+3,7",
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,14,Honey Locust,Gleditsia,triacanthos,4.3,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,15,Honey Locust,Gleditsia,triacanthos,4.7,
RV-VSMPE-39,06-08-2023,10:30,"AZ,IR",NA,16,Freeman Maple,Acer,freemanii,1.7,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,1,Silver Maple,Acer,saccharinum,60.4,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,2,Green Ash,Fraxinus,pennsylvanica,45.6,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,34.8,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,4,Ussurian Pear,Pyrus,ussuriensis,15.2,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,5,Japanese Lilac,Syringa,reticulata,7.2,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,6,Green Ash,Fraxinus,pennsylvanica,28.3,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,7,Norway Maple,Acer,platanoides,45.6,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,8,Green Ash,Fraxinus,pennsylvanica,28.7,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,9,Amur Cork Tree,Phellodendron,amurense,10.2,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,10,Green Ash,Fraxinus,pennsylvanica,29.1,
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,11,Crabapple,Malus,,12.9,Which one?
SS-VSMPE-39,06-08-2023,10:45,"AZ,IR",NA,12,Honey Locust,Gleditsia,triacanthos,10.1,
RV-VSMPE-35,06-08-2023,11:00,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,1,Tatarian Maple,Acer,tataricum,20.9,
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,2,Kentucky Coffee Tree,Gymnocladus,dioicus,4.6,
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,3,White Ash,Fraxinus,americana,28.6,
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,4,Silver Maple,Acer,saccharinum,59.2,
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,5,Japanese Lilac,Syringa,reticulata,15.8,
SS-VSMPE-35,06-08-2023,11:15,"AZ,IR",NA,6,Honey Locust,Gleditsia,triacanthos,5.7,
RV-VSMPE-37,06-08-2023,11:25,"AZ,IR",1,1,Green Ash,Fraxinus,pennsylvanica,"7,1+8,9",
RV-VSMPE-37,06-08-2023,11:25,"AZ,IR",1,2,Green Ash,Fraxinus,pennsylvanica,1.9,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,1,Green Ash,Fraxinus,pennsylvanica,30.3,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,2,Pin Cherry,Prunus,pensylvanica,3,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,3,Amur Maackia,Maackia,amurensis,4,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,4,Honey Locust,Gleditsia,triacanthos,18.3,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,5,Norway Maple,Acer,platanoides,48.8,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,6,Norway Maple,Acer,platanoides,30.9,
SS-VSMPE-37,06-08-2023,11:30,"AZ,IR",NA,7,Kentucky Coffee Tree,Gymnocladus,dioicus,4.8,
RV-VSMPE-27,06-08-2023,12:30,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-27,06-08-2023,12:30,"AZ,IR",2,NA,NA,NA,NA,NA,No trees
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,1,Freeman Maple,Acer,freemanii,6.3,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,2,Norway Maple,Acer,platanoides,44,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,38.8,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,4,Green Ash,Fraxinus,pennsylvanica,38.8,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,11.3,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,6,Green Ash,Fraxinus,pennsylvanica,36.2,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,7,Green Ash,Fraxinus,pennsylvanica,29.4,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,8,Green Ash,Fraxinus,pennsylvanica,30.9,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,9,Green Ash,Fraxinus,pennsylvanica,30.8,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,10,Honey Locust,Gleditsia,triacanthos,13.4,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,11,Green Ash,Fraxinus,pennsylvanica,37.4,
SS-VSMPE-27,06-08-2023,12:15,"AZ,IR",NA,12,Miyabe Maple,Acer,miyabei,10,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",1,1,Siberian Elm,Ulmus,pumila,6.5,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",1,2,Siberian Elm,Ulmus,pumila,14.3,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",1,3,Siberian Elm,Ulmus,pumila,19.4,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",1,4,Siberian Elm,Ulmus,pumila,"5,9+4,5",
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",1,5,Siberian Elm,Ulmus,pumila,5,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,6,Siberian Elm,Ulmus,pumila,6.9,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,7,Siberian Elm,Ulmus,pumila,6,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,8,Eastern White Cedar,Thuja,occidentalis,"3,3+2,2",
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,9,Norway Spruce,Picea,abies,6.4,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,10,Tatarian Maple,Acer,tataricum,3.2,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,11,White Spruce,Picea,glauca,4.9,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,12,Siberian Elm,Ulmus,pumila,29.4,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,13,Siberian Elm,Ulmus,pumila,12.5,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,14,Pin Cherry,Prunus,pensylvanica,2.3,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,15,Pin Cherry,Prunus,pensylvanica,4.3,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,16,Pin Cherry,Prunus,pensylvanica,7.1,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,17,Norway Maple,Acer,platanoides,16.4,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,18,Serviceberry,Amelanchier,arborea,2.8,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,19,Hackberry,Celtis,occidentalis,20.4,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,20,Green Ash,Fraxinus,pennsylvanica,4.3,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,21,Green Ash,Fraxinus,pennsylvanica,3.7,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,22,Green Ash,Fraxinus,pennsylvanica,4.2,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,23,Green Ash,Fraxinus,pennsylvanica,4.3,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,24,Green Ash,Fraxinus,pennsylvanica,4.1,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,25,White Spruce,Picea,glauca,3.8,
RV-VSMPE-28,06-09-2023,09:30,"AZ,IR",2,26,White Spruce,Picea,glauca,4,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,1,Silver Maple,Acer,saccharinum,11,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,2,Western Catalpa,Catalpa,speciosa,5.5,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,50.2,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,4,Kentucky Coffee Tree,Gymnocladus,dioicus,7.8,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,5,Freeman Maple,Acer,freemanii,14.8,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,6,Silver Maple,Acer,saccharinum,10.5,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,7,Green Ash,Fraxinus,pennsylvanica,35.9,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,8,Kentucky Coffee Tree,Gymnocladus,dioicus,9.2,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,9,Green Ash,Fraxinus,pennsylvanica,36.8,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,10,White Ash,Fraxinus,americana,31,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,11,Siberian Elm,Ulmus,pumila,61.5,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,12,Siberian Elm,Ulmus,pumila,62.2,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,13,Siberian Elm,Ulmus,pumila,55.9,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,14,Western Catalpa,Catalpa,speciosa,10.3,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,15,Freeman Maple,Acer,freemanii,18.7,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,16,Green Ash,Fraxinus,pennsylvanica,32.7,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,17,Honey Locust,Gleditsia,triacanthos,4.2,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,18,Green Ash,Fraxinus,pennsylvanica,35.5,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,19,Green Ash,Fraxinus,pennsylvanica,25.8,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,20,Siberian Elm,Ulmus,pumila,69.6,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,21,Kentucky Coffee Tree,Gymnocladus,dioicus,5,
SS-VSMPE-28,06-09-2023,10:40,"AZ,IR",NA,22,Kentucky Coffee Tree,Gymnocladus,dioicus,3.8,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,1,Siberian Elm,Ulmus,pumila,26.3,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,2,Common Lilac,Syringa,vulgaris,2.2,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,3,Common Lilac,Syringa,vulgaris,1.8,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,4,Common Lilac,Syringa,vulgaris,2.5,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,5,Common Lilac,Syringa,vulgaris,2.4,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,6,Common Lilac,Syringa,vulgaris,2.6,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,7,Common Lilac,Syringa,vulgaris,1.9,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,8,Common Lilac,Syringa,vulgaris,1.9,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,9,Common Lilac,Syringa,vulgaris,2.5,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,10,Common Lilac,Syringa,vulgaris,4.4,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,11,Common Lilac,Syringa,vulgaris,4,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,12,Common Lilac,Syringa,vulgaris,3,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,13,Common Lilac,Syringa,vulgaris,3.1,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,14,Common Lilac,Syringa,vulgaris,2.9,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,15,Common Lilac,Syringa,vulgaris,3.7,
RV-VSMPE-23,06-09-2023,10:00,"AZ,IR",1,16,Manitoba Maple,Acer,negundo,3.4,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,1,Manitoba Maple,Acer,negundo,15.3,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,2,Green Ash,Fraxinus,pennsylvanica,42.7,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,3,Swamp White Oak,Quercus,bicolor,5,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,4,Norway Maple,Acer,platanoides,12.7,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,5,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,6,Freeman Maple,Acer,freemanii,14.7,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,7,Frontier Elm,Ulmus,frontier,13.2,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,8,Norway Maple,Acer,platanoides,41.4,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,9,Norway Maple,Acer,platanoides,32.5,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,10,Freeman Maple,Acer,freemanii,9,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,11,Kentucky Coffee Tree,Gymnocladus,dioicus,6.4,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,12,Norway Maple,Acer,platanoides,29.8,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,13,Honey Locust,Gleditsia,triacanthos,4.9,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,14,Amur Cork Tree,Phellodendron,amurense,4.1,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,15,Norway Maple,Acer,platanoides,14.3,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,16,Norway Maple,Acer,platanoides,17.8,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,17,Norway Maple,Acer,platanoides,17.3,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,18,Morton Glossy Elm,Ulmus,'Morton Glossy',19.6,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,19,Western Catalpa,Catalpa,speciosa,5.8,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,20,American Beech,Fagus,grandifolia,5.3,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,21,Freeman Maple,Acer,freemanii,9.2,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,22,Kentucky Coffee Tree,Gymnocladus,dioicus,5.1,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,23,Norway Maple,Acer,platanoides,48.4,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,24,Serviceberry,Amelanchier,arborea,"3,1+2,7",
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,25,Norway Maple,Acer,platanoides,57.7,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,26,Freeman Maple,Acer,freemanii,6.7,
SS-VSMPE-23,06-09-2023,10:15,"AZ,IR",NA,27,Silver Maple,Acer,saccharinum,45,
RV-VSMPE-36,06-09-2023,11:40,"AZ,IR",1,1,Buckthorn,Rhamnus,catharticus,2.1,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,1,Silver Maple,Acer,saccharinum,67.8,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,2,Freeman Maple,Acer,freemanii,7.5,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,31.7,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,4,Silver Maple,Acer,saccharinum,62.7,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,5,Silver Maple,Acer,saccharinum,49.5,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,6,Silver Maple,Acer,saccharinum,42.3,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,7,Silver Maple,Acer,saccharinum,51.7,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,8,Silver Maple,Acer,saccharinum,39.2,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,9,Silver Maple,Acer,saccharinum,52.5,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,10,Norway Maple,Acer,platanoides,17.5,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,11,Freeman Maple,Acer,freemanii,8,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,12,Norway Maple,Acer,platanoides,18.1,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,13,Silver Maple,Acer,saccharinum,50.4,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,14,Silver Maple,Acer,saccharinum,83.4,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,15,Silver Maple,Acer,saccharinum,59.6,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,16,Silver Maple,Acer,saccharinum,52.3,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,17,Silver Maple,Acer,saccharinum,41,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,18,Silver Maple,Acer,saccharinum,53,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,19,Freeman Maple,Acer,freemanii,7.4,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,20,Silver Maple,Acer,saccharinum,49.9,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,21,Silver Maple,Acer,saccharinum,63.3,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,22,Silver Maple,Acer,saccharinum,28.3,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,23,Silver Maple,Acer,saccharinum,43.9,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,24,Freeman Maple,Acer,freemanii,7.2,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,25,Morton Glossy Elm,Ulmus,'Morton Glossy',11.9,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,26,Silver Maple,Acer,saccharinum,6.8,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,27,Silver Maple,Acer,saccharinum,69.7,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,28,Silver Maple,Acer,saccharinum,57.1,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,29,Green Ash,Fraxinus,pennsylvanica,45.9,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,30,Norway Maple,Acer,platanoides,8.5,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,31,Norway Maple,Acer,platanoides,10.1,
SS-VSMPE-36,06-09-2023,11:10,"AZ,IR",NA,32,Silver Maple,Acer,saccharinum,56.6,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,1,Pin Cherry,Prunus,pensylvanica,7.8,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,2,Saraca,Saraca,indica,"5,3+3,5",
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,3,Serviceberry,Amelanchier,arborea,1.9,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,4,Serviceberry,Amelanchier,arborea,1.8,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,5,Serviceberry,Amelanchier,arborea,2.4,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,6,Red Maple,Acer,rubrum,5.1,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,7,Serviceberry,Amelanchier,arborea,"3,2+2,1",
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,8,Serviceberry,Amelanchier,arborea,"1,7+1,5",
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,9,Serviceberry,Amelanchier,arborea,1.2,
RV-VSMPE-34,06-09-2023,12:15,"AZ,IR",1,10,Serviceberry,Amelanchier,arborea,2.5,
